mes,año,semana_epidemiologica,municipio,comuna,enfermedad,casos_reportados,sexo_predominante,edad_promedio,tipo_caso,temperatura_promedio,temperatura_maxima,temperatura_minima,lluvia_mm,altitud,latitud,longitud,hospitales,nivel_hospitalario,densidad_hospitalaria,casos_mes_anterior,promedio_3_meses,crecimiento_casos,brote
2,2017,6,Medellin,Doce de Octubre,DENGUE,1,M,8.0,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.33,-0.5,0
2,2017,7,Medellin,Doce de Octubre,DENGUE,6,M,36.4,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.33,5.0,1
2,2017,8,Medellin,Doce de Octubre,DENGUE,2,M,38.5,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,3.0,-0.67,0
3,2017,9,Medellin,Doce de Octubre,DENGUE,4,M,22.42,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.0,1.0,0
3,2017,10,Medellin,Doce de Octubre,DENGUE,3,M,24.67,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,4.0,-0.25,0
3,2017,11,Medellin,Doce de Octubre,DENGUE,4,M,34.75,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.0,0.33,0
3,2017,12,Medellin,Doce de Octubre,DENGUE,3,F,25.33,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.67,-0.25,0
3,2017,13,Medellin,Doce de Octubre,DENGUE,4,M,32.25,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.33,0.33,0
4,2017,14,Medellin,Doce de Octubre,DENGUE,3,M,20.0,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.67,-0.25,0
4,2017,15,Medellin,Doce de Octubre,DENGUE,2,M,23.5,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.33,-0.33,0
4,2017,16,Medellin,Doce de Octubre,DENGUE,1,M,4.0,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,3.0,-0.5,0
4,2017,17,Medellin,Doce de Octubre,DENGUE,2,F,20.5,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.0,1.0,0
5,2017,18,Medellin,Doce de Octubre,DENGUE,4,M,26.5,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,1.0,0
5,2017,19,Medellin,Doce de Octubre,DENGUE,6,M,30.5,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,2.33,0.5,1
5,2017,20,Medellin,Doce de Octubre,DENGUE,1,M,4.0,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,6,4.0,-0.83,0
5,2017,21,Medellin,Doce de Octubre,DENGUE,4,M,17.44,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,3.67,3.0,0
5,2017,22,Medellin,Doce de Octubre,DENGUE,3,M,31.67,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.67,-0.25,0
6,2017,23,Medellin,Doce de Octubre,DENGUE,1,F,23.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.67,-0.67,0
6,2017,24,Medellin,Doce de Octubre,DENGUE,2,M,18.54,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.67,1.0,0
6,2017,25,Medellin,Doce de Octubre,DENGUE,1,M,14.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,-0.5,0
7,2017,27,Medellin,Doce de Octubre,DENGUE,2,M,19.5,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,1.0,0
7,2017,29,Medellin,Doce de Octubre,DENGUE,2,M,53.5,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,0.0,0
7,2017,30,Medellin,Doce de Octubre,DENGUE,4,F,31.25,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,1.0,0
8,2017,31,Medellin,Doce de Octubre,DENGUE,3,F,65.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,2.67,-0.25,0
8,2017,32,Medellin,Doce de Octubre,DENGUE,1,F,37.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,3.0,-0.67,0
8,2017,34,Medellin,Doce de Octubre,DENGUE,3,F,18.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.67,2.0,0
8,2017,35,Medellin,Doce de Octubre,DENGUE,3,F,28.69,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,0.0,0
9,2017,36,Medellin,Doce de Octubre,DENGUE,2,M,52.5,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,-0.33,0
9,2017,37,Medellin,Doce de Octubre,DENGUE,2,M,51.0,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.67,0.0,0
9,2017,39,Medellin,Doce de Octubre,DENGUE,2,M,23.0,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.33,0.0,0
10,2017,40,Medellin,Doce de Octubre,DENGUE,2,M,29.5,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.0,0
10,2017,41,Medellin,Doce de Octubre,DENGUE,3,M,31.33,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.5,0
10,2017,42,Medellin,Doce de Octubre,DENGUE,2,M,20.5,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,-0.33,0
10,2017,43,Medellin,Doce de Octubre,DENGUE,5,M,35.8,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.33,1.5,0
10,2017,44,Medellin,Doce de Octubre,DENGUE,1,M,29.0,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,3.33,-0.8,0
11,2017,45,Medellin,Doce de Octubre,DENGUE,2,M,35.5,Confirmado_Clinica,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.67,1.0,0
11,2017,47,Medellin,Doce de Octubre,DENGUE,2,F,14.0,Confirmado_Clinica,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.67,0.0,0
11,2017,48,Medellin,Doce de Octubre,DENGUE,2,M,42.5,Confirmado_Clinica,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,0.0,0
12,2017,49,Medellin,Doce de Octubre,DENGUE,2,M,34.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.0,0
12,2017,51,Medellin,Doce de Octubre,DENGUE,2,M,28.5,Confirmado_Laboratorio,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.0,0
1,2018,1,Medellin,Doce de Octubre,DENGUE,2,M,6.0,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.0,0
1,2018,2,Medellin,Doce de Octubre,DENGUE,3,F,16.0,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.5,0
1,2018,3,Medellin,Doce de Octubre,DENGUE,3,F,30.0,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,0.0,0
1,2018,4,Medellin,Doce de Octubre,DENGUE,2,M,28.0,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.67,-0.33,0
2,2018,5,Medellin,Doce de Octubre,DENGUE,4,M,46.25,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.67,1.0,0
2,2018,6,Medellin,Doce de Octubre,DENGUE,1,F,71.0,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,3.0,-0.75,0
2,2018,8,Medellin,Doce de Octubre,DENGUE,1,M,36.0,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.33,0.0,0
3,2018,9,Medellin,Doce de Octubre,DENGUE,2,M,12.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.0,1.0,0
3,2018,10,Medellin,Doce de Octubre,DENGUE,1,F,43.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,-0.5,0
3,2018,11,Medellin,Doce de Octubre,DENGUE,1,M,46.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
3,2018,12,Medellin,Doce de Octubre,DENGUE,1,F,46.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
4,2018,14,Medellin,Doce de Octubre,DENGUE,2,F,34.5,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,1.0,0
4,2018,15,Medellin,Doce de Octubre,DENGUE,2,M,20.0,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,0.0,0
4,2018,16,Medellin,Doce de Octubre,DENGUE,2,M,39.5,Confirmado_Laboratorio,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,0.0,0
5,2018,18,Medellin,Doce de Octubre,DENGUE,1,F,5.0,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,-0.5,0
5,2018,19,Medellin,Doce de Octubre,DENGUE,1,F,23.0,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,0.0,0
5,2018,20,Medellin,Doce de Octubre,DENGUE,2,M,18.0,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,1.0,0
5,2018,22,Medellin,Doce de Octubre,DENGUE,1,F,30.0,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,-0.5,0
6,2018,23,Medellin,Doce de Octubre,DENGUE,3,F,17.67,Otro,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,2.0,0
6,2018,26,Medellin,Doce de Octubre,DENGUE,1,M,3.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.0,-0.67,0
7,2018,27,Medellin,Doce de Octubre,DENGUE,1,M,27.0,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,0.0,0
7,2018,28,Medellin,Doce de Octubre,DENGUE,5,M,7.6,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,4.0,0
7,2018,29,Medellin,Doce de Octubre,DENGUE,2,M,42.5,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,2.33,-0.6,0
7,2018,30,Medellin,Doce de Octubre,DENGUE,1,M,24.0,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.67,-0.5,0
8,2018,31,Medellin,Doce de Octubre,DENGUE,1,F,25.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.67,0.0,0
8,2018,32,Medellin,Doce de Octubre,DENGUE,1,F,12.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
8,2018,33,Medellin,Doce de Octubre,DENGUE,3,M,52.33,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,2.0,0
8,2018,34,Medellin,Doce de Octubre,DENGUE,3,M,14.64,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,1.67,0.0,0
8,2018,35,Medellin,Doce de Octubre,DENGUE,2,F,14.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,-0.33,0
9,2018,36,Medellin,Doce de Octubre,DENGUE,1,F,38.0,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.67,-0.5,0
9,2018,37,Medellin,Doce de Octubre,DENGUE,2,M,30.5,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.0,1.0,0
9,2018,38,Medellin,Doce de Octubre,DENGUE,1,F,40.0,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,-0.5,0
9,2018,39,Medellin,Doce de Octubre,DENGUE,3,M,53.33,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,2.0,0
10,2018,40,Medellin,Doce de Octubre,DENGUE,3,M,32.67,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.0,0.0,0
10,2018,42,Medellin,Doce de Octubre,DENGUE,1,M,17.0,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,-0.67,0
10,2018,44,Medellin,Doce de Octubre,DENGUE,2,M,21.0,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.33,1.0,0
11,2018,45,Medellin,Doce de Octubre,DENGUE,2,M,42.0,Confirmado_Clinica,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,0.0,0
11,2018,46,Medellin,Doce de Octubre,DENGUE,1,F,61.0,Confirmado_Clinica,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,-0.5,0
11,2018,47,Medellin,Doce de Octubre,DENGUE,2,M,36.5,Confirmado_Laboratorio,21.87,27.03,17.37,17.71,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,1.0,0
12,2018,49,Medellin,Doce de Octubre,DENGUE,1,F,18.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,-0.5,0
12,2018,50,Medellin,Doce de Octubre,DENGUE,1,M,47.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
12,2018,51,Medellin,Doce de Octubre,DENGUE,1,F,21.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
12,2018,52,Medellin,Doce de Octubre,DENGUE,2,M,17.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,1.0,0
1,2019,1,Medellin,Doce de Octubre,DENGUE,1,F,1.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,-0.5,0
1,2019,2,Medellin,Doce de Octubre,DENGUE,1,M,8.0,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
1,2019,3,Medellin,Doce de Octubre,DENGUE,1,M,62.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
1,2019,4,Medellin,Doce de Octubre,DENGUE,1,F,11.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
2,2019,7,Medellin,Doce de Octubre,DENGUE,2,M,39.5,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,1.0,0
3,2019,9,Medellin,Doce de Octubre,DENGUE,1,M,50.0,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,-0.5,0
3,2019,10,Medellin,Doce de Octubre,DENGUE,1,F,20.0,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
3,2019,12,Medellin,Doce de Octubre,DENGUE,1,F,6.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
3,2019,13,Medellin,Doce de Octubre,DENGUE,1,M,28.0,Confirmado_Clinica,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
5,2019,19,Medellin,Doce de Octubre,DENGUE,1,M,30.0,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
5,2019,20,Medellin,Doce de Octubre,DENGUE,1,F,27.0,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
5,2019,21,Medellin,Doce de Octubre,DENGUE,1,F,62.0,Confirmado_Laboratorio,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
6,2019,23,Medellin,Doce de Octubre,DENGUE,1,M,26.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
6,2019,24,Medellin,Doce de Octubre,DENGUE,1,F,51.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
6,2019,25,Medellin,Doce de Octubre,DENGUE,2,F,34.0,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,1.0,0
6,2019,26,Medellin,Doce de Octubre,DENGUE,1,M,20.0,Confirmado_Clinica,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,-0.5,0
7,2019,28,Medellin,Doce de Octubre,DENGUE,2,M,35.0,Confirmado_Laboratorio,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,1.0,0
7,2019,30,Medellin,Doce de Octubre,DENGUE,1,F,33.0,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,-0.5,0
8,2019,31,Medellin,Doce de Octubre,DENGUE,1,M,27.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
8,2019,32,Medellin,Doce de Octubre,DENGUE,3,F,29.67,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,2.0,0
8,2019,33,Medellin,Doce de Octubre,DENGUE,1,M,23.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,1.67,-0.67,0
8,2019,34,Medellin,Doce de Octubre,DENGUE,3,M,31.67,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,2.0,0
8,2019,35,Medellin,Doce de Octubre,DENGUE,5,F,41.0,Confirmado_Laboratorio,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,0.67,0
9,2019,36,Medellin,Doce de Octubre,DENGUE,4,M,17.5,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,5,3.0,-0.2,0
9,2019,37,Medellin,Doce de Octubre,DENGUE,1,M,30.0,Confirmado_Laboratorio,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,4,4.0,-0.75,0
9,2019,38,Medellin,Doce de Octubre,DENGUE,2,M,36.5,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,3.33,1.0,0
9,2019,39,Medellin,Doce de Octubre,DENGUE,1,F,10.0,Confirmado_Clinica,22.87,27.87,17.07,18.07,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.33,-0.5,0
10,2019,40,Medellin,Doce de Octubre,DENGUE,1,F,37.0,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
10,2019,43,Medellin,Doce de Octubre,DENGUE,2,M,34.0,Confirmado_Laboratorio,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,1.0,0
10,2019,44,Medellin,Doce de Octubre,DENGUE,2,F,19.0,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,0.0,0
12,2019,52,Medellin,Doce de Octubre,DENGUE,3,M,50.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,0.5,0
1,2020,1,Medellin,Doce de Octubre,DENGUE,1,F,38.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,3,2.33,-0.67,0
1,2020,2,Medellin,Doce de Octubre,DENGUE,2,M,33.5,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,2.0,1.0,0
1,2020,3,Medellin,Doce de Octubre,DENGUE,1,M,33.0,Confirmado_Clinica,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,2.0,-0.5,0
2,2020,5,Medellin,Doce de Octubre,DENGUE,1,M,41.0,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
2,2020,6,Medellin,Doce de Octubre,DENGUE,1,F,29.0,Confirmado_Laboratorio,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
3,2020,12,Medellin,Doce de Octubre,DENGUE,1,F,39.0,Confirmado_Laboratorio,22.87,28.03,17.73,12.9,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
4,2020,14,Medellin,Doce de Octubre,DENGUE,1,M,49.0,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
4,2020,16,Medellin,Doce de Octubre,DENGUE,1,F,0.75,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
4,2020,17,Medellin,Doce de Octubre,DENGUE,2,F,29.5,Confirmado_Clinica,22.67,27.6,17.8,17.75,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,1.0,0
5,2020,21,Medellin,Doce de Octubre,DENGUE,2,F,41.5,Confirmado_Clinica,22.8,27.73,17.77,19.26,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.33,0.0,0
6,2020,24,Medellin,Doce de Octubre,DENGUE,1,F,46.0,Confirmado_Laboratorio,23.4,28.17,17.53,14.81,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,2,1.67,-0.5,0
7,2020,28,Medellin,Doce de Octubre,DENGUE,1,M,35.0,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.67,0.0,0
7,2020,30,Medellin,Doce de Octubre,DENGUE,1,M,44.0,Confirmado_Clinica,23.63,28.43,17.17,13.34,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.33,0.0,0
8,2020,34,Medellin,Doce de Octubre,DENGUE,1,F,2.0,Confirmado_Clinica,23.57,28.5,17.23,15.5,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
10,2020,40,Medellin,Doce de Octubre,DENGUE,1,M,73.0,Confirmado_Clinica,22.0,27.2,17.13,20.82,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
12,2020,53,Medellin,Doce de Octubre,DENGUE,1,M,3.0,Confirmado_Clinica,22.23,27.2,17.23,11.36,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
1,2021,2,Medellin,Doce de Octubre,DENGUE,1,F,25.0,Confirmado_Laboratorio,22.7,27.7,17.23,7.91,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
2,2021,8,Medellin,Doce de Octubre,DENGUE,1,F,28.0,Confirmado_Clinica,23.1,28.1,17.53,9.39,2042.06,6.26,-75.6,4,Basico/Intermedio,0.4,1,1.0,0.0,0
